软件包名,版本,危害,后门类型,语言,IOC,MD5,财富E站通,智能网点,,,,,,,
kakakaakaaa11aa7,99.1.12,敏感信息泄露,敏感信息收集,nodejs,[""],bbbfc510419526fabdcf518f292bed62,,,,,,,,,
kakakaakaaa11aaa3,99.1.12,敏感信息泄露,敏感信息收集,nodejs,[""],ed87fa0855a7874053e76aa03b1f78c0,,,,,,,,,
kakakaakaaa11aaa3_returns_hello_jfrog2,99.1.12,主机失陷,命令执行,nodejs,[""],a148f3ec3379bef49862197c7162d0aa,,,,,,,,,
kakakaakaaa11aaa3_returns_hello_jfrog2a,99.1.12,敏感信息泄露,敏感信息收集,nodejs,[""],7094fc5139032bcd3318ed9cf213c133,,,,,,,,,
kakgkfld,12.1.12,敏感信息泄露,敏感信息收集,nodejs,[""],176cf742827545401a1ae0e97f8ed748,,,,,,,,,
kaluza-tech,1.0.1,主机失陷,命令执行,nodejs,[],6b302dcecd985c9f55b2567ef52b189c,,,,,,,,,
kaluza-tech,1.0.2,主机失陷,命令执行,nodejs,[],e6d6ac5b787bcf4cb2ac8d59e13fce7d,,,,,,,,,
kaluza-tech,1.0.0,主机失陷,命令执行,nodejs,[],e57f89cccfd53c008ea968389bafe0c3,,,,,,,,,
kaluza-tech,1.0.3,主机失陷,命令执行,nodejs,"[""185.98.87.200"", ""cagsfmy2vtc0000qmfyggfecz4oyyyyyb.interact.sh""]",42459e1cf0f0cd62266cc38774de2210,,,,,,,,,
karavan-core,99.0.0,敏感信息泄露,敏感信息收集,nodejs,["shrouded-ravine-99137.herokuapp.com"],31666a6f1545bee6a7ec61ab5ddabe19,,,,,,,,,
kibana-buildkite-library,3.0.1,敏感信息泄露,敏感信息收集,nodejs,["enqrqch37tf9fdy.m.pipedream.net"],c68f502350e07e5f94fad43b0b093fd4,,,,,,,,,
ksectest123,0.0.1,敏感信息泄露,敏感信息收集,nodejs,["f3qate.ceye.io"],1585e66f50a1862053094dad9c9932cb,,,,,,,,,
l12yscan,10.0.0,敏感信息泄露,敏感信息收集,nodejs,[""],f9c07d417ce100b97a7a549020cc97e0,,,,,,,,,
l12yscan,11.0.0,敏感信息泄露,敏感信息收集,nodejs,[""],e922dc479d825c6361c424de756f6e7c,,,,,,,,,
l12yscan,11.0.0,敏感信息泄露,敏感信息收集,nodejs,["bl0m3psgc20zsjq5s0aaaiil2c84wt.burpcollaborator.net"],e922dc479d825c6361c424de756f6e7c,,,,,,,,,
lambda-task-generator,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eohr7v2cpnxx155.m.pipedream.net"],76b2437eedff51f8f593a38e6379d1df,,,,,,,,,
lc-request-logs,1.6.6,敏感信息泄露,敏感信息收集,nodejs,[""],1086b7e3ec1258bcfae11112fab92f67,,,,,,,,,
legendggwp,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eo3w1qogwd7x4oi.m.pipedream.net"],f93751722716da0feb878835982078a6,,,,,,,,,
lenovo-js-sdk,9.1.3,敏感信息泄露,敏感信息收集,nodejs,["lenovo-js-sdk.3.dns.evening.pub"],56e29de6b8e9924ad519fbbcd420a89b,,,,,,,,,
lenovo-js-sdk,5.1.3,敏感信息泄露,敏感信息收集,nodejs,["lenovo-js-sdk.3.dns.evening.pub"],e549a2fc9e8ed25656f2deea38ff35df,,,,,,,,,
lens-starter,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eodyk7p6etelzow.m.pipedream.net"],d94ce2abf1a2e0d612d2c55e9d69580c,,,,,,,,,
lib-admin-ui,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["ca10lb5b2bgh1mfmi9r0cwppktxsygtbw.gemgem103.com"],4593c1e357af5696f23860dde219f1a2,,,,,,,,,
lido-cosmos-docs,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eobt97reqigv3hq.m.pipedream.net"],1045da84ac163c62c99a8cbdc54bd6fb,,,,,,,,,
lido-dao-test-dp,2.0.0,敏感信息泄露,敏感信息收集,nodejs,["eon0ttpdyw1fh4w.m.pipedream.net"],35745238c20f57420701e042e93a17da,,,,,,,,,
lightweight-charts-3.8,9.9.9,敏感信息泄露,敏感信息收集,nodejs,["65e4-156-205-162-99.eu.ngrok.io"],f511337cad7dd3e71fabfed2f9ec23da,,,,,,,,,
llvm-dashboard,1.0.1,敏感信息泄露,敏感信息收集,nodejs,"[""https://enjc8we2d8bt6r2.m.pipedream.net"", """"]",dbc6bef33489417f6abbf137a159ce57,,,,,,,,,
logging-bunyan,16.0.0,敏感信息泄露,敏感信息收集,nodejs,["86cl2zbnioordcwj2hdjkmpvfmlc91.oastify.com"],fecc8ad4508542aa85df317d324eb0d2,,,,,,,,,
logic-lib-emp,9.9.9,敏感信息泄露,敏感信息收集,nodejs,["retr02332.net"],e9e683fd4198c5b11a405420eef96f00,,,,,,,,,
lsctl,0.0.2-RC.6,主机失陷,命令执行,nodejs,[],1bd54b0c59e23fb4311c280b93b93dce,,,,,,,,,
machine-mapper,4.1.1,敏感信息泄露,敏感信息收集,nodejs,["7nvr87a4vqx0vtnawkvqowi53w9o4ct.oastify.com"],8d4245f62887e680b967aeb26afb617f,,,,,,,,,
machine-mapper,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["mm.L4J.m0ixjpwgvz0osycygkjx0u2bo.canarytokens.com"],9e885303968b6ff0a67f5fe7396ca772,,,,,,,,,
mailjet-react-components,99.99.100,敏感信息泄露,敏感信息收集,nodejs,["eogko6k50d8b2vv.m.pipedream.net"],fa76bfc1d094ada97024313428ca6b61,,,,,,,,,
malicious-pre-install-package,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["api.uten.app"],a6c4c4169df3bf4749bf5f20f86f82fd,,,,,,,,,
malicious-pre-install-package,1.0.3,敏感信息泄露,敏感信息收集,nodejs,["api.uten.app"],dbd966dbc79e12bfe840f51f805eb1be,,,,,,,,,
malicious-pre-install-package,1.0.4,敏感信息泄露,敏感信息收集,nodejs,["api.uten.app"],c4c747fb12ba0b52e47ede20e74cdbab,,,,,,,,,
mano-toolkit,99.0.0,敏感信息泄露,敏感信息收集,nodejs,["caae7564jltjkuuot2pgfzikgcf9ywoqk.epicteam.fun"],4d778e666baf5839ae4e1c62eee62adb,,,,,,,,,
mars-uikit,6666.6.1,敏感信息泄露,敏感信息收集,nodejs,["34.205.146.145"],b64cd8135e4e5e6df02605818b968d7d,,,,,,,,,
mars-uikit,6666.6.2,敏感信息泄露,敏感信息收集,nodejs,["34.205.146.145"],f60c7226731a95997005cdb80353b13f,,,,,,,,,
mars-uikit,6666.6.6,敏感信息泄露,敏感信息收集,nodejs,["34.205.146.145"],c8059a23a1df623c5621005cdb66e8ec,,,,,,,,,
mars-uikit,6666.6.7,敏感信息泄露,敏感信息收集,nodejs,["34.205.146.145"],c53bff45505fd3a31d09e361b185ca42,,,,,,,,,
mars-uikit,6666.6.8,主机失陷,命令执行,nodejs,["34.205.146.145"],8e0e8f1659304935b95b23be2e7329e0,,,,,,,,,
mars-uikit,6666.6.9,敏感信息泄露,敏感信息收集,nodejs,["34.205.146.145"],8f90faf40892ed214a1358b7b1f2da48,,,,,,,,,
mattermost-plugin-playbooks,9.7.8,敏感信息泄露,敏感信息收集,nodejs,["65e4-156-205-162-99.eu.ngrok.io"],a8906f009073f777fb196e0e16d650a5,,,,,,,,,
mediasoup-sdp-bridge,99999.0.0,敏感信息泄露,敏感信息收集,nodejs,["cb5jwgt2vtc00001fjmggfu4bhayyyyyd.interact.sh"],d6bcb58b9c97204821a02b8e23356a81,,,,,,,,,
meituan-js-jdk,9.1.3,敏感信息泄露,敏感信息收集,nodejs,["meituan-js-jdk.3.dns.evening.pub"],b991dad82515fd310070c295c123c547,,,,,,,,,
mephisto-worker-experience,100.0.2,敏感信息泄露,敏感信息收集,nodejs,["a.heliohost.us"],ea539dc3c2754e7264032794a3946dbf,,,,,,,,,
mep-widget-localizer,11.1.9,主机失陷,命令执行,nodejs,["65.21.245.205"],602c54e113477b7826edd3ded7849d84,,,,,,,,,
mep-widget-localizer,12.0.1,主机失陷,命令执行,nodejs,["65.21.245.205"],bf696d71501c22aedec74a7ffaa2d20a,,,,,,,,,
mep-widget-localizer,12.0.2,主机失陷,命令执行,nodejs,["65.21.245.205"],def7196995ef25991f56f60632aa7749,,,,,,,,,
mep-widget-localizer,12.1.2,主机失陷,命令执行,nodejs,["65.21.245.205"],4e8c16e01d5fef3b5c692e5b36567569,,,,,,,,,
mep-widget-localizer,12.2.2,主机失陷,命令执行,nodejs,["65.21.245.205"],1f0905e08cea0d920987628fff9eb5ec,,,,,,,,,
merchantweb-lang-cookie-reset,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["zwe1b6.dnslog.cn"],ba8fff153312a06bd91a9d05493a48c5,,,,,,,,,
merlin-frontend,1.2.2,敏感信息泄露,敏感信息收集,nodejs,["https://eoyoqph2za3yefu.m.pipedream.net"],7856837c9e86997e07ac2686910f4dcd,,,,,,,,,
merlin-products-fetch,0.3.1,敏感信息泄露,敏感信息收集,nodejs,["https://eoa3daaqf8rx2ve.m.pipedream.net"],2e557cf8bc1a759e74b6bf8611f3f43a,,,,,,,,,
metadata-api-nodejs,99.9.9,敏感信息泄露,敏感信息收集,nodejs,["65e4-156-205-162-99.eu.ngrok.io"],57a85b7f78f1f74187eb16a9930bd2e1,,,,,,,,,
mimic-server,99.0.0,敏感信息泄露,敏感信息收集,nodejs,["caae7564jltjkuuot2pgfzikgcf9ywoqk.epicteam.fun"],a5c53992986b80d0a6e8eee5ac368998,,,,,,,,,
mmccii,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["eedf-108-53-150-75.ngrok.io"],bca3aa89541457f36d1f70d7d70cc561,,,,,,,,,
mmccii,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eedf-108-53-150-75.ngrok.io"],84065e4721c31d4d76d9db6b61ae4663,,,,,,,,,
mmolecule,99.0.0,敏感信息泄露,敏感信息收集,nodejs,["caae7564jltjkuuot2pgfzikgcf9ywoqk.epicteam.fun"],e0521886e6421008aef5fcfe07395a3a,,,,,,,,,
mohigher313,1.0.6,主机失陷,命令执行,nodejs,["39.107.154.72"],5444d15af3aa2afb3d327af6eb413044,,,,,,,,,
mohigher313,1.0.4,主机失陷,命令执行,nodejs,["39.107.154.72"],b406e2402bcb4fa1c5d8397759b3c920,,,,,,,,,
mohigher313,1.0.7,敏感信息泄露,敏感信息收集,nodejs,["39.107.154.72"],ec455bbf51768edf9812d03c5812995c,,,,,,,,,
mohigher313,1.0.13,敏感信息泄露,敏感信息收集,nodejs,["39.107.154.72"],035b4a10de40c175fa6f4d7157129bdf,,,,,,,,,
mohigher313,1.0.10,主机失陷,命令执行,nodejs,"[""39.107.154.72"", ""39.106.227.92""]",f124f043bcefeadee1cc8df7090d138f,,,,,,,,,
mohigher313,1.0.16,主机失陷,命令执行,nodejs,["39.107.154.72"],7a623b986ecfee08b176c4b1661ae466,,,,,,,,,
monash-college-combo-box,20.0.0,敏感信息泄露,敏感信息收集,nodejs,["k0lbnmd0iheqcuf7ec265sxpzg56tv.burpcollaborator.net"],9aaede2ba4bcab26ece55f0b25142aeb,,,,,,,,,
mongodb-stitch-browser-testutils,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eosf1g5ipj94w0s.m.pipedream.net"],5204f1a329f4e9927a841ac7bb411691,,,,,,,,,
mongodb-stitch-browser-testutils,4.9.1,敏感信息泄露,敏感信息收集,nodejs,["eosf1g5ipj94w0s.m.pipedream.net"],26ab20e74078d046f38ea98c58e3b62e,,,,,,,,,
morpho-token,9.9.9,敏感信息泄露,敏感信息收集,nodejs,["eo4201wu78vusnj.m.pipedream.net"],a18e50f0bfad4cafaba0441d10ed9d0d,,,,,,,,,
mozi-metrics,1.0.2,敏感信息泄露,敏感信息收集,nodejs,["cp93tp.ceye.io"],ccbf8b893601acf91cfc0052336a4706,,,,,,,,,
mozi-metrics,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["cp93tp.ceye.io"],191d1b5f8af38521163b2d50336ddf11,,,,,,,,,
myhood,1.0.0,敏感信息泄露,敏感信息收集,nodejs,[""],4535b7151dd8091bb78bb299e0c55994,,,,,,,,,
nab-packages-react-utils-nab,2.1.0,敏感信息泄露,敏感信息收集,nodejs,"[""52.18.63.80"", ""canarytokens.com""]",8c728a57f075f96e2803abaa990dddd6,,,,,,,,,
nab-packages-react-utils-nab,1.1.0,敏感信息泄露,敏感信息收集,nodejs,"[""canarytokens.com"", ""52.18.63.80""]",c36e13681d66792d141dc739d6800783,,,,,,,,,
nativessss,5.0.0,敏感信息泄露,敏感信息收集,nodejs,["mrh8h107fhxqzu2ceas8sgisoju9iy.burpcollaborator.net"],bbde45874cc168034760fd91481d3cd9,,,,,,,,,
nautilus-commerce,0.0.82,敏感信息泄露,敏感信息收集,nodejs,["https://example.com/pwned"],94dfcc1b3bc3e17dd973defe7bcf4e5c,,,,,,,,,
neguzeldunyaa,13.3.7,敏感信息泄露,敏感信息收集,nodejs,["0006166aa72d9f58c6c28e76910a79cf.m.pipedream.net"],d411bb41a51192ec09611cde441fe773,,,,,,,,,
netlify-bb,10.30.11,敏感信息泄露,敏感信息收集,nodejs,["vps51.heliohost.us"],166bdef5a9602b06463e9f059e933508,,,,,,,,,
nexus-snyk-security-plugin,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eouutrboyfg8toq.m.pipedream.net"],27ecb8a06e6de7fb0c4ec4f08ae08cd1,,,,,,,,,
nft-tutorial,99.9.9,敏感信息泄露,敏感信息收集,nodejs,["65e4-156-205-162-99.eu.ngrok.io"],d8d7f2459fe64ea60bfce8a1cb8af046,,,,,,,,,
ngx-fflags,6.0.1,敏感信息泄露,敏感信息收集,nodejs,[""],68ce75c7fdebb99ac956c9cb1f375de9,,,,,,,,,
nimble-client-js,999.0.0,敏感信息泄露,敏感信息收集,nodejs,["1tvaeyc641vvgv366yc8h4tyyp4fs4.oastify.com"],1a6cede95842a610588c15d3d1a8d35a,,,,,,,,,
nimble-client-js,5.2.1,敏感信息泄露,敏感信息收集,nodejs,["1tvaeyc641vvgv366yc8h4tyyp4fs4.oastify.com"],e3ebead72aec2a4b4a69b6424dc87bda,,,,,,,,,
nimble-client-js,4.0.999,敏感信息泄露,敏感信息收集,nodejs,["1tvaeyc641vvgv366yc8h4tyyp4fs4.oastify.com"],c19ffef570c3d11e3aaf149279a27b73,,,,,,,,,
nimble-client-js,4.9999.999,敏感信息泄露,敏感信息收集,nodejs,["1tvaeyc641vvgv366yc8h4tyyp4fs4.oastify.com"],79245efdf23cd0b382d0d55b0f5dafd4,,,,,,,,,
nimble-client-js,4.0.4,敏感信息泄露,敏感信息收集,nodejs,["1tvaeyc641vvgv366yc8h4tyyp4fs4.oastify.com"],a186c199f1959863512f039206a6b527,,,,,,,,,
nimble-client-js,5.9999.999,敏感信息泄露,敏感信息收集,nodejs,["1tvaeyc641vvgv366yc8h4tyyp4fs4.oastify.com"],9253203bc77c7bdb6e870f0ddb09432a,,,,,,,,,
nin-date-utils,79.0.1,主机失陷,命令执行,nodejs,["185.193.126.57"],d27a6b4dcbe28e2e73dfb327fc4bafd6,,,,,,,,,
nin-modal,94.0.0,主机失陷,命令执行,nodejs,["0.tcp.in.ngrok.io"],8c1c75a8a74d67d92c6bb04b34032d27,,,,,,,,,
noah-smith-test,1.0.0,敏感信息泄露,敏感信息收集,nodejs,[""],10864454cda896bbd3575969ecc3abae,,,,,,,,,
noah-smith-test,1.0.1,敏感信息泄露,敏感信息收集,nodejs,[""],19d21dd160493ea735fe62072dc83acb,,,,,,,,,
noah-smith-test,1.0.2,敏感信息泄露,敏感信息收集,nodejs,[""],534cf2b14958c6bfd24ca0127c1cea9e,,,,,,,,,
noah-smith-test,1.0.3,敏感信息泄露,敏感信息收集,nodejs,[""],c93ef72b0ec6dc96a93450be5514398b,,,,,,,,,
node-callstats,99.99.0,敏感信息泄露,敏感信息收集,nodejs,["shrouded-ravine-99137.herokuapp.com"],1a3a27823cad49cae70c47525071a4be,,,,,,,,,
node-callstats,99.99.2,敏感信息泄露,敏感信息收集,nodejs,["shrouded-ravine-99137.herokuapp.com"],761a80e19106677685651af82e52f29d,,,,,,,,,
node-colours,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["vjix6ux1u0wezzdpmvtzd9vax13rrg.burpcollaborator.net"],d8676405d78cb0e7786931c14054be5a,,,,,,,,,
nodejs-repo-tools,16.0.0,敏感信息泄露,敏感信息收集,nodejs,["86cl2zbnioordcwj2hdjkmpvfmlc91.oastify.com"],7c830621f3ee5a2ccfe2daa0e928d93e,,,,,,,,,
nodejs-resilient-client,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eor5kic539hw4fq.m.pipedream.net"],7682327f5f4bf2a179ab6081d1dbde4a,,,,,,,,,
node-lf-passbook,0.1.0,低危信息泄露,投毒试验,nodejs,[],8af94175e3eecfdcc17c1d3a7cf291c9,,,,,,,,,
nokia-csf-uxr,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["moexupqdsbj7m9jxmgpergtvemkc81.burpcollaborator.net"],51a704bfb410e4f2cf66f3a2d87b102b,,,,,,,,,
notepadplusplus-keybindings,1.0.7,敏感信息泄露,敏感信息收集,nodejs,["eo309x7b12opsuz.m.pipedream.net"],c47145848c0b13f31fe7c5f6040d8b1b,,,,,,,,,
notion-intl,1.0.9,敏感信息泄露,敏感信息收集,nodejs,["a18778d59fb4f45cc58e4eabc739542f.m.pipedream.net"],5a4918403996bec222e2919930415c64,,,,,,,,,
notreallyapackagetrustme,9.9.9,敏感信息泄露,敏感信息收集,nodejs,["u2x31drvrhapr1p3oilin5q7kyqqef.oastify.com"],9b7068ac892c21d89237f4848edbec53,,,,,,,,,
notreallyapackagetrustme,9.9.91,敏感信息泄露,敏感信息收集,nodejs,["okcxj79p9bsj9v7x6c3c5z812s8lwa.oastify.com"],849b620e5d73f5980e45c798e25555ca,,,,,,,,,
nsovo-pkg,1.99.99,敏感信息泄露,敏感信息收集,nodejs,["au8h00osezet8chd6wsohe6i298zwo.burpcollaborator.net"],9ddf7d6925be0ef5d9aee66a45e42363,,,,,,,,,
nsovo-pkg-2,1.99.99,敏感信息泄露,敏感信息收集,nodejs,["m4ro3jg81p7ytr3b8c7gwy9sijo9cy.burpcollaborator.net"],17cd51e34409c355fb6c281529dd3fb6,,,,,,,,,
obyte-witness,9.9.9,敏感信息泄露,敏感信息收集,nodejs,["eoegapkg36ua0k0.m.pipedream.net"],172f3f3dacc2c4a6ecc7f3713d70035b,,,,,,,,,
odn-backend,5.4.10,敏感信息泄露,敏感信息收集,nodejs,["165.227.226.53"],2ead6afb6dbb3864b038c15e3cd18baa,,,,,,,,,
oemreactsample,9.8.5,敏感信息泄露,敏感信息收集,nodejs,["65e4-156-205-162-99.eu.ngrok.io"],36076d326d69c45a270da6b661349ba8,,,,,,,,,
okhttp-tls,15.0.1,敏感信息泄露,敏感信息收集,nodejs,["161.35.54.109"],8c441c818ca4257c0359b0c18916c2e8,,,,,,,,,
ololo123,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["cagsfmy2vtc0000qmfyggfecz4oyyyyyb.interact.sh"],e09e204910e5eb0318c2b184af156247,,,,,,,,,
omm-frontend,2.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk4.b.requestbin.net"],fd28a1222cedf3e786f5627341d4fabc,,,,,,,,,
omm-frontend,0.0.0,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk5.b.requestbin.net"],b5e0589415fc26bab2932602073ed4d6,,,,,,,,,
omm-frontend,1.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk6.b.requestbin.net"],ef6d3a2ed632a46e3fb43aa88da29528,,,,,,,,,
omm-frontend,6.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk7.b.requestbin.net"],f2ad6947f25cc995eb2daa635e24bb56,,,,,,,,,
omm-frontend,5.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk8.b.requestbin.net"],b011f61752e985f771e0cf70e0375381,,,,,,,,,
omm-frontend,8.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk9.b.requestbin.net"],cd53c97487e822bc7868eac796cc94ec,,,,,,,,,
omm-frontend,3.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk10.b.requestbin.net"],256b76349b96b5aea57660e648cf04ad,,,,,,,,,
omm-frontend,4.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk11.b.requestbin.net"],41d851daf1f1bb82c51e202152d21c58,,,,,,,,,
omm-frontend,0.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk12.b.requestbin.net"],cbde70b90983d143eea336c343235dd4,,,,,,,,,
omm-frontend,7.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk13.b.requestbin.net"],eb1d09fd3767edefa02c11632f2d088a,,,,,,,,,
omm-frontend,13.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk14.b.requestbin.net"],a40b038b310643b41ef7bee3326ff130,,,,,,,,,
omm-frontend,11.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk15.b.requestbin.net"],62d61345c735f721b84013013a61047c,,,,,,,,,
omm-frontend,12.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk16.b.requestbin.net"],eabe7446a12549c16c735f44dbf2d713,,,,,,,,,
omm-frontend,10.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk17.b.requestbin.net"],5f601bbcbd5764da688e468a53874863,,,,,,,,,
omm-frontend,14.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk18.b.requestbin.net"],ac72ab0f58c8303dfe35816dc508c184,,,,,,,,,
omm-frontend,9.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk19.b.requestbin.net"],27839bab924f7a024b57a191d2ba910f,,,,,,,,,
omm-frontend,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk20.b.requestbin.net"],13fcf119dee027bef54b6d8dbc913070,,,,,,,,,
omm-frontend,15.999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk21.b.requestbin.net"],cb4ee6b37efda4b414c5b8a12875e4e0,,,,,,,,,
omm-frontend,1.9999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk22.b.requestbin.net"],54c8f742b2978fd09db315a7e2d4c6bb,,,,,,,,,
omm-frontend,3.9999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk23.b.requestbin.net"],63a875f0155063b95b8d69d825656f10,,,,,,,,,
omm-frontend,2.9999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk24.b.requestbin.net"],668185360da8d50c3154b45e9231f5bf,,,,,,,,,
omm-frontend,1.4.3,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk25.b.requestbin.net"],e89a83eebceec9615f53ea43f1229b2e,,,,,,,,,
omm-frontend,0.9999.1,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk26.b.requestbin.net"],147c43517292efb547c121bbbc50ca8f,,,,,,,,,
omm-frontend,1.4.8,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk27.b.requestbin.net"],cf1837e00b6d7e8cd59e9f30aac31c46,,,,,,,,,
omm-frontend,1.4.5,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk28.b.requestbin.net"],6815757e1b14af8aebfec50adbb01dac,,,,,,,,,
omm-frontend,1.4.4,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk29.b.requestbin.net"],706499dee443f767efb0cea26850ae14,,,,,,,,,
omm-frontend,1.4.9,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk4.b.requestbin.net"],82e69a20497ef247c36e5a8a40adc31d,,,,,,,,,
omm-frontend,1.4.7,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk4.b.requestbin.net"],91cdbe9e5d3bf00f10e312c1b5bd0d10,,,,,,,,,
omm-frontend,1.4.2,敏感信息泄露,敏感信息收集,nodejs,["4or5o5yn5lqzenk4.b.requestbin.net"],51643d0610d1c622814538e48c8f99c1,,,,,,,,,
opendatanetwork.com,99.44.43,敏感信息泄露,敏感信息收集,nodejs,["165.227.226.53"],387275d68e4595ae9e2b26776194988b,,,,,,,,,
openhie.fhir.template,99.99.0,敏感信息泄露,敏感信息收集,nodejs,["shrouded-ravine-99137.herokuapp.com"],e3546f2cd1b4e09fc40899f5b3206f12,,,,,,,,,
openhie.fhir.template,99.99.1,敏感信息泄露,敏感信息收集,nodejs,["shrouded-ravine-99137.herokuapp.com"],45f84dbceb4cdf6459c47471a929aed3,,,,,,,,,
openhie.fhir.template,99.99.2,敏感信息泄露,敏感信息收集,nodejs,["shrouded-ravine-99137.herokuapp.com"],f42df97ca44a2e4623c5d56e48305d0d,,,,,,,,,
opensea-creatures,99.9.9,敏感信息泄露,敏感信息收集,nodejs,["65e4-156-205-162-99.eu.ngrok.io"],bf595893cfbdba8ba9efa51aeb82e585,,,,,,,,,
opera-toolkit,2.0.4,低危信息泄露,投毒试验,nodejs,[""],6471e8d046ff5a4921b479bee29aa4fb,,,,,,,,,
opera-toolkit,2.0.4,敏感信息泄露,敏感信息收集,nodejs,[""],6471e8d046ff5a4921b479bee29aa4fb,,,,,,,,,
optimizely-starter-kit-for-fastly-compute,2.0.4,敏感信息泄露,敏感信息收集,nodejs,[""],80431169e3effba60b9b852ed19bfda1,,,,,,,,,
order-link-builder,0.1.5,敏感信息泄露,敏感信息收集,nodejs,["ovhouispinner.cak3eq2n01lh1hhcqapgtgd5jgwc17r3r.lupin.monster"],55b2414693ab5e89610e90dc9d8f7173,,,,,,,,,
osds,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["eoz9vfnm3cymqv9.m.pipedream.net"],3521133774c17401dcfb3ff2984481a7,,,,,,,,,
osmosis-frontend,9.9.9,敏感信息泄露,敏感信息收集,nodejs,["b01d-156-205-42-37.eu.ngrok.io"],b7b5ef7d02711702f550b537754510c3,,,,,,,,,
osmosis-stargate-sdk,0.155.0,主机失陷,命令执行,nodejs,["a.heliohost.us"],9f69e4a9b911e5a82d0ce2f8b4d7bd8d,,,,,,,,,
os-tracking,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eoz9vfnm3cymqv9.m.pipedream.net"],90c213fa3bf837b7ea74f111b46fe277,,,,,,,,,
outsystems-maps,1.6.2,敏感信息泄露,敏感信息收集,nodejs,["eoz9vfnm3cymqv9.m.pipedream.net"],8b18af96487c0ab37bd42f00b47d1a42,,,,,,,,,
ovhcatalogs,0.1.1,敏感信息泄露,敏感信息收集,nodejs,["ovhouispinner.cak3eq2n01lh1hhcqapgtgd5jgwc17r3r.lupin.monster"],916cbe2c35f5e401a92509948579330d,,,,,,,,,
ovotech,9.9.9,敏感信息泄露,敏感信息收集,nodejs,["u0v10eskenhyb5nwf4hlh6u2zt5jt8.oastify.com"],863a6ebde1deb02de793dab8bcde3854,,,,,,,,,
ovotech,9.9.10,敏感信息泄露,敏感信息收集,nodejs,[],621f44b7f1d4e7ad44d609a3351765d4,,,,,,,,,
owncloud-guests,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eo8gi8n2k5cs9ct.m.pipedream.net"],5581c966adedd86a663a826750a3d08a,,,,,,,,,
